ID,duration,mix_wav,mix_wav_format,mix_wav_opts,s1_wav,s1_wav_format,s1_wav_opts,s2_wav,s2_wav_format,s2_wav_opts,noise_wav,noise_wav_format,noise_wav_opts
79,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7148-7763-0032_7800-283493-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7148-7763-0032_7800-283493-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7148-7763-0032_7800-283493-0007.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7148-7763-0032_7800-283493-0007.wav,wav,
80,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7190-90542-0083_8095-274346-0003.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7190-90542-0083_8095-274346-0003.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7190-90542-0083_8095-274346-0003.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7190-90542-0083_8095-274346-0003.wav,wav,
81,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7190-90543-0021_4898-28461-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7190-90543-0021_4898-28461-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7190-90543-0021_4898-28461-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7190-90543-0021_4898-28461-0014.wav,wav,
82,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/730-359-0028_78-368-0034.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/730-359-0028_78-368-0034.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/730-359-0028_78-368-0034.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/730-359-0028_78-368-0034.wav,wav,
83,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7367-86737-0065_1034-121119-0060.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7367-86737-0065_1034-121119-0060.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7367-86737-0065_1034-121119-0060.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7367-86737-0065_1034-121119-0060.wav,wav,
84,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7505-258964-0027_6476-57446-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7505-258964-0027_6476-57446-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7505-258964-0027_6476-57446-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7505-258964-0027_6476-57446-0014.wav,wav,
85,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7511-102420-0014_8629-261139-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7511-102420-0014_8629-261139-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7511-102420-0014_8629-261139-0063.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7511-102420-0014_8629-261139-0063.wav,wav,
86,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7794-295947-0029_1578-6379-0023.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7794-295947-0029_1578-6379-0023.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7794-295947-0029_1578-6379-0023.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7794-295947-0029_1578-6379-0023.wav,wav,
87,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/78-368-0001_839-130898-0069.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/78-368-0001_839-130898-0069.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/78-368-0001_839-130898-0069.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/78-368-0001_839-130898-0069.wav,wav,
88,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7800-283478-0012_8063-274116-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7800-283478-0012_8063-274116-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7800-283478-0012_8063-274116-0032.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7800-283478-0012_8063-274116-0032.wav,wav,
89,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/7800-283478-0021_8051-118101-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/7800-283478-0021_8051-118101-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/7800-283478-0021_8051-118101-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/7800-283478-0021_8051-118101-0009.wav,wav,
90,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8051-295385-0029_1898-145724-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8051-295385-0029_1898-145724-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8051-295385-0029_1898-145724-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8051-295385-0029_1898-145724-0028.wav,wav,
91,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/831-130746-0002_1235-135884-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/831-130746-0002_1235-135884-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/831-130746-0002_1235-135884-0012.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/831-130746-0002_1235-135884-0012.wav,wav,
92,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8312-279790-0014_4297-13006-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8312-279790-0014_4297-13006-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8312-279790-0014_4297-13006-0009.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8312-279790-0014_4297-13006-0009.wav,wav,
93,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8419-286667-0022_6818-76332-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8419-286667-0022_6818-76332-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8419-286667-0022_6818-76332-0014.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8419-286667-0022_6818-76332-0014.wav,wav,
94,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8419-286667-0024_6147-34606-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8419-286667-0024_6147-34606-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8419-286667-0024_6147-34606-0005.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8419-286667-0024_6147-34606-0005.wav,wav,
95,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8425-291444-0008_5678-43302-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8425-291444-0008_5678-43302-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8425-291444-0008_5678-43302-0008.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8425-291444-0008_5678-43302-0008.wav,wav,
96,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8629-261139-0003_8014-112602-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8629-261139-0003_8014-112602-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8629-261139-0003_8014-112602-0002.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8629-261139-0003_8014-112602-0002.wav,wav,
97,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/887-123291-0039_5703-47198-0021.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/887-123291-0039_5703-47198-0021.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/887-123291-0039_5703-47198-0021.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/887-123291-0039_5703-47198-0021.wav,wav,
98,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8975-270782-0071_5456-58161-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8975-270782-0071_5456-58161-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8975-270782-0071_5456-58161-0028.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8975-270782-0071_5456-58161-0028.wav,wav,
99,1.0,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\mix_clean/8975-270782-0091_2514-149482-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s1/8975-270782-0091_2514-149482-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\s2/8975-270782-0091_2514-149482-0017.wav,wav,,D:/Document/SDH/XuLyTinHieuSoNangCao/LibriMix/storage_dir/Libri2Mix\wav8k/min/train-100\noise/8975-270782-0091_2514-149482-0017.wav,wav,
